RecipeDB Ingredient,Sueatable Ingredient,Similarity,CF
extra cocoa,COCOA CAKE,0.8477179,1.97
beef scallopini,BEEF WITH BONE,0.872489,19.54
duncan dark chocolate cake mix,CHOCOLATE CREAM COOKY,0.8381263,1.69
nabisco raspberry cooky,CRANBERRY JUICE,0.85333085,2.88
cornichon gherkin,GHERKIN,0.91535294,0.23
baby artichoke egg,EGGPLANT,0.81911933,0.45
vegetable choose either,VEGETABLE,0.85103905,0.69
white bread wheat sourdough,WHOLE WHEAT FLOUR,0.8334174,0.38
nepitella,QUINOA,0.82568043,0.96
asti spumante,PECORINO,0.85448074,18.85
italian meatball beef,BEEF WITH BONE,0.84251654,19.54
salumi,HAKE,0.8432052,10.12
spinach cheese tortellini,CHEESE SEMIHARD,0.85798967,8.65
orecchiette wheat,DURUM WHEAT,0.91754806,0.48
deluxe macaroni cheese mix,CHEESE SEMIHARD,0.8281904,8.65
caprino cheese goat,GOAT CHEESE,0.9379244,8.18
ditalini macaroni,ZUCCHINI,0.8538952,0.65
meat broth beef water,BEEF WITH BONE,0.81167686,19.54
olive spread,OLIVE OIL,0.9064795,3.84
apricot half together,APRICOT,0.903835,0.36
beef cube steak total,BEEF WITH BONE,0.846608,19.54
penzey beef roast seasoning,PORK SAUSAGE,0.8120911,17.94
pecorino cheese milk,CHEESE SEMIHARD,0.8222825,8.65
starbucks espresso,COFFEE FILTER,0.852135,0.6
starbucks coffee liqueur,COFFEE FILTER,0.86456245,0.6
ghirardelli cocoa powder,COCOA CAKE,0.8370163,1.97
measure quinoa pasta,PASTA,0.84724057,1.24
bar white baking chocolate,CHOCOLATE CREAM COOKY,0.87280643,1.69
joseph breadcrumb,BREAD MULTICEREAL,0.81795657,0.7
post cereal banana,BANANA,0.8315811,0.38
fruit banana chip lemon cranberry orange,CRANBERRY JUICE,0.82602024,2.88
eggland egg,EGG,0.88875234,3.23
extra beef pork,PORK SAUSAGE,0.87018895,17.94
sugar strawberry,STRAWBERRY JUICE,0.91448,2.68
peach no,PEACH,0.83897364,0.43
breadcrumb mix,BREAD MULTICEREAL,0.87648773,0.7
cheese gnocchi,CHEESE SEMIHARD,0.8783959,8.65
french bean green,GREEN BEAN,0.8242673,0.73
angel food cake sugar,COCOA CAKE,0.82754,1.97
espresso liqueur,ESPRESSO,0.9165838,0.55
breadcrumb saltine,BREAD WHOLE,0.8177412,0.78
carrot puree,CARROT CAN,0.8742691,1.6
bread bready,BREAD WHOLE,0.93449974,0.78
jalapeno cheddar cheese,CHEESE SEMIHARD,0.82670546,8.65
fish seasoning,FISH MIXED,0.8868437,4.01
jumbo buttermilk biscuit,YOGURT WHITE,0.8100236,2.1
tomato soup garlic herb,TOMATO CHOP,0.81847596,1.41
fish stock head,FISH STICK,0.8992548,2.26
meat combine beef,BEEF WITH BONE,0.88365287,19.54
pork shoulder butt roast,PORK SAUSAGE,0.88857687,17.94
hermsdorf corn,CORN CAN,0.87797505,1.36
meat beef chuck,BEEF WITH BONE,0.8880464,19.54
lady savoiardi,MEGRIM,0.81120205,14.15
breadcrumb pork,PORK SAUSAGE,0.92749083,17.94
fruit cranberry,CRANBERRY JUICE,0.91834974,2.88
cream chocolate shaving,CHOCOLATE CREAM COOKY,0.92478025,1.69
walla onion vidalia,ONION,0.81799287,0.24
louis pork sparerib,PORK HAM,0.8433957,7.93
no head,SOLE FROZEN,0.8231133,14.28
sesame kaiser,SESAME SEED,0.8520871,0.88
goat cheese young ``,GOAT CHEESE,0.88553095,8.18
haddock etc,HADDOCK,0.9567117,3.25
bread crust,BREAD WHOLE,0.90008825,0.78
citrus fruit,PEAR JUICE,0.85165477,0.49
meat beef pork,PORK SAUSAGE,0.8818625,17.94
organic green,GREEN BEAN,0.82943785,0.73
pepperoni half,ZUCCHINI,0.8104886,0.65
kraft pizza cheese,CHEESE SEMIHARD,0.87018883,8.65
perciatelli hollow pasta,PASTA,0.81865597,1.24
homeade bread,BREAD WHOLE,0.813632,0.78
mushroom white,MUSHROOM,0.8721659,1.78
red pimento paste,RED CHILLI,0.8489741,0.8
picnic pork shoulder,PORK HAM,0.8254005,7.93
sausage chorizo,PORK SAUSAGE,0.85550785,17.94
keebler town house cheddar cracker,WHOLEGRAIN CRACKER,0.8214225,0.99
breadcrumb crumb,BREAD MULTICEREAL,0.8311439,0.7
chicken stock vegetarian,CHICKEN BONE FREE,0.81346214,4.24
breadcrumb great,BREAD WHOLE,0.8587042,0.78
green roughly,GREEN BEAN,0.823362,0.73
romano bean green,GREEN BEAN,0.9094914,0.73
fruit jam choice,STRAWBERRY JUICE,0.8314843,2.68
creamy vanilla frosting,CHOCOLATE CREAM COOKY,0.8397559,1.69
sugar splenda,BEET SUGAR,0.8582532,0.89
food cake,CAKE,0.9483408,2.23
fruit strawberry banana,STRAWBERRY JUICE,0.889827,2.68
mocca milk chocolate cocoa chip ca n't bar,HAZELNUT CHOCOLATE,0.8251914,3.43
tolberone chocolate candy bar,HAZELNUT CHOCOLATE,0.8913392,3.43
orange juice concentrate liqueur,ORANGE JUICE,0.84453624,0.62
chocolate coarsely,DARK CHOCOLATE,0.8506178,2.67
coffee liqueur chocolate,CHOCOLATE CREAM COOKY,0.8591056,1.69
root vegetable stock,VEGETABLE,0.8311342,0.69
bar toblerone chocolate nougat,HAZELNUT CHOCOLATE,0.86748827,3.43
glaze red,WINE RED,0.8694712,1.02
portugese bread,BREAD WHOLE,0.88878787,0.78
linguica sausage chorizo,PORK SAUSAGE,0.815957,17.94
breadcrumb ? bread,BREAD MULTICEREAL,0.8854363,0.7
presunto,CAMEMBERT,0.8601161,7.55
barley nugget cereal,CORNFLAKES CEREAL,0.8804877,2.64
olive greek juice,OLIVE OIL,0.81805336,3.84
fiber breadcrumb,BREAD MULTICEREAL,0.85054815,0.7
seapak shrimp scampi,SHRIMP,0.86746,11.95
cherry heirloom tomato,TOMATO ARRABBIATA,0.82745993,1.26
corn salt,CORN CAN,0.8901253,1.36
lemon parmesan vinaigrette,CRANBERRY JUICE,0.8230515,2.88
no onion,PESTO WITHOUT GARLIC,0.81046456,2.72
pecorino dolce cheese,CHEESE SEMIHARD,0.86069816,8.65
chocolate leaf,ALMOND CHOCOLATE,0.9017699,4.8
louis italian chicken breast,CHICKEN WITH BONE,0.8210998,3.25
pork chop my,PORK NECK,0.8835421,4.03
wheat bread mix,WHOLE WHEAT FLOUR,0.89117765,0.38
strawberry ice cream topping sauce,STRAWBERRY JUICE,0.8550449,2.68
gluten oat,SPINACH,0.8146601,0.48
mini chocolate chip milk,MILK CHOCOLATE,0.92276645,3.6
pea are,PEA,0.95049876,0.58
hormel bacon bit,BACON,0.9297651,4.03
white vanilla chip,HAZELNUT CREAM,0.8228401,2.71
wheat matzo,WHEAT,0.93513846,0.67
anise extract almond,ALMOND PASTE,0.88849175,2.98
bisque crumb,CUCUMBER,0.8450774,0.32
apricot jam peach,CRANBERRY JUICE,0.841039,2.88
sugar raspberry jam,CRANBERRY JUICE,0.893529,2.88
progresso breadcrumb,BREAD MULTICEREAL,0.8825964,0.7
calamari steak,BEEF WITH BONE,0.82794,19.54
espresso water,ESPRESSO,0.9548478,0.55
tangelo,TANGERIN,0.9439908,0.38
fine milk chocolate,MILK CHOCOLATE,0.9152076,3.6
nutella chocolate hazelnut,HAZELNUT CHOCOLATE,0.962765,3.43
netural vanilla powder,VANILLA,0.8628659,4.3
burrata cheese mozzarella,CHEESE SEMIHARD,0.8683962,8.65
olive lengthwise,OLIVE,0.8460952,0.59
durum flour pasta,SORGHUM FLOUR,0.82287186,1.33
whipping cream butter milk,HAZELNUT CREAM,0.8130397,2.71
buttermilk dressing,SOY YOGURT,0.8153326,1.36
jumbo cheese ravioli,CHEESE SEMIHARD,0.84290916,8.65
crumbly goat cheese,GOAT CHEESE,0.8965646,8.18
oil pepper,PEPPER,0.82379264,0.58
ovolini,PECORINO,0.8605667,18.85
green olive juice,GREEN BEAN,0.843066,0.73
bread diagonally,BREAD WHOLE,0.88041,0.78
italian turkey sausage pork,PORK SAUSAGE,0.86531305,17.94
pasta sauce make,PASTA,0.8717893,1.24
pork italian sausage,PORK SAUSAGE,0.9091375,17.94
serving,HAKE,0.8632576,10.12
habanero pepper cheese,CHEESE SEMIHARD,0.81413275,8.65
oven tomato oil,TOMATO PUREE,0.82616687,1.17
lemon balsamic vinaigrette,CRANBERRY JUICE,0.8340697,2.88
oil garlic flavor,GARLIC,0.8242889,0.67
sugar butternut squash,COCOA CAKE,0.8225213,1.97
laura chenel goat cheese,GOAT CHEESE,0.8804381,8.18
montrachet garlic herb goat cheese,GOAT CHEESE,0.84002423,8.18
rice must,RICE,0.86493397,2.54
sugar ok,BEET SUGAR,0.8196388,0.89
wasa crispbread grain,CRISPBREAD,0.92323947,1.36
gilroy garlic,GARLIC,0.9100182,0.67
tangelo zest,TANGERIN,0.87546813,0.38
minneola tangelo juice orange,ORANGE JUICE,0.8591705,0.62
fontana cheese,CHEESE,0.8313584,11.87
progresso caponata,PARMIGIANO REGGIANO,0.84748894,14.08
pasta sauce home,PASTA,0.8630597,1.24
pork side rib,PORK WITH BONE,0.91051656,3.5
cannellini bean zolfini,MUNG BEAN FLOUR,0.8198526,1.49
dekuyper apple liqueur,APPLE JUICE,0.8543316,2.84
steak seasoning beef stock cube,BEEF WITH BONE,0.8505447,19.54
kitchen,COOKY,0.84136987,1.5
reddi cream,RED CHILLI,0.827169,0.8
garlic no cooking spray,PESTO WITHOUT GARLIC,0.8686621,2.72
pepperoncini pepper water,PEPPER,0.84744895,0.58
organic tomato marinara sauce,TOMATO PUREE,0.8231465,1.17
eye beef steak,BEEF WITH BONE,0.89183617,19.54
sugar pectin,BEET SUGAR,0.86695313,0.89
apricot cherry,APRICOT,0.8829086,0.36
goat cheese caprino,GOAT CHEESE,0.9461745,8.18
chicken stock mix,CHICKEN WITH BONE,0.8239746,3.25
grain wheat bread,WHOLE WHEAT FLOUR,0.8837018,0.38
pepato,PECORINO,0.83661985,18.85
diameter pepperoni,ZUCCHINI,0.8141638,0.65
egg pasta,EGG PASTA,1.0000001,3.19
calorie wheat bread,WHOLE WHEAT FLOUR,0.88064575,0.38
cocoa mix serving,COCOA CAKE,0.91062844,1.97
sugar syrup torani,CANE SUGAR,0.8275666,0.67
coconut syrup torani,COCONUT MILK,0.8823725,0.41
chicken tortellini cheese,CHICKEN WITH BONE,0.82954764,3.25
wheat extra wide egg noodle,WHOLE WHEAT FLOUR,0.8142199,0.38
garlic bologna,GARLIC,0.8126206,0.67
salt pepper red,RED CHILLI,0.8175488,0.8
green herb stock powder,GREEN BEAN,0.87197566,0.73
chicken shake n bake,CHICKEN WITH BONE,0.8411474,3.25
pesto breadcrumb,BREAD MULTICEREAL,0.81927925,0.7
celentano cheese tortellini,CHEESE SEMIHARD,0.81886566,8.65
red pepperoncini pepper,RED CHILLI,0.8187841,0.8
coconut syrup flavoring,COCONUT MILK,0.86687505,0.41
kalamata olive tomato garlic,TOMATO ARRABBIATA,0.85308516,1.26
egg fettuccine noodle,EGG PASTA,0.88246953,3.19
mushroom olive,MUSHROOM,0.8749578,1.78
chicken tortellini,CHICKEN WITH BONE,0.8584258,3.25
grana,GRANA PADANO,0.9017167,14.27
barilla linguine,TANGERIN,0.869419,0.38
pork neck shoulder,PORK NECK,0.97534186,4.03
wheat ravioli,DURUM WHEAT,0.8642495,0.48
meatloaf mixture beef veal pork,PORK SAUSAGE,0.84791327,17.94
chicken stock broth okay,CHICKEN WITH BONE,0.84524655,3.25
pork barbecue sauce,PORK SAUSAGE,0.8962907,17.94
garlic ciabatta,GARLIC,0.9129052,0.67
sausage meatball,PORK SAUSAGE,0.88132167,17.94
mushroom puree,MUSHROOM,0.90979695,1.78
penne rigate choice,PLAICE,0.8284654,6.13
ritz cracker sociable,FLAVOR CRACKER,0.8340752,1.01
meat veal,PORK WITH BONE,0.8394551,3.5
multi grain bread ciabatta,BREAD MULTICEREAL,0.868361,0.7
meatball beef,BEEF WITH BONE,0.8925505,19.54
tomato balsamic vinegar basil,TOMATO PUREE,0.81080717,1.17
tortellini cheese chicken one,CHICKEN WITH BONE,0.82701826,3.25
high fiber wheat bread,WHOLE WHEAT FLOUR,0.8170191,0.38
kraft parmesan romano asiago cheese,CHEESE SEMIHARD,0.8478396,8.65
artichoke oil,ARTICHOKE,0.82393765,0.33
chitarra pasta,PASTA,0.90809953,1.24
rice flour mill,MILLET FLOUR,0.86395663,1.37
chicken breast salt,CHICKEN WITH BONE,0.868601,3.25
parmesan breadcrumb,BREAD WHOLE,0.8121973,0.78
shake n bake pork,PORK HAM,0.87606573,7.93
pepper ring banana,BANANA,0.82323664,0.38
almond liqueur orange,ALMOND PASTE,0.83513665,2.98
vegetable bean,VEGETABLE,0.8954805,0.69
breadstick cheese bread,CHEESE SEMIHARD,0.84995025,8.65
cajun tomato,TOMATO PUREE,0.89355606,1.17
tomato soup basil,TOMATO PUREE,0.84258884,1.17
garlic spread,GARLIC,0.9368955,0.67
chicken stock fillet,CHICKEN WITH BONE,0.8625003,3.25
italian chicken cutlet,CHICKEN WITH BONE,0.81222856,3.25
olive oil vinegar dressing,OLIVE OIL,0.85495424,3.84
organic spinach cheese ravioli,CHEESE SEMIHARD,0.843991,8.65
vegetable asparagus,ASPARAGUS,0.8881442,0.97
marthat white cotton coutry cornbread mix,CORNFLAKES CEREAL,0.84310806,2.64
kalametas olive,OLIVE,0.8693734,0.59
olive gaeta,OLIVE,0.9422679,0.59
wheat chex be,DURUM WHEAT,0.9132539,0.48
chicken turkey sausage,CHICKEN WITH BONE,0.8415567,3.25
mushroom ok,MUSHROOM,0.94603974,1.78
citric lemon juice,CRANBERRY JUICE,0.82154834,2.88
vegetable ie broccoli,BROCCOLI,0.9051018,0.67
breadcrumb mix becomes,BREAD MULTICEREAL,0.8740664,0.7
roast pork loin,PORK SAUSAGE,0.8926551,17.94
ondine lasagna,ZUCCHINI,0.8375212,0.65
pork sirloin chop,PORK SAUSAGE,0.8757495,17.94
breadcrumb out,BREAD MULTICEREAL,0.84702516,0.7
semolina bread,BREAD WHOLE,0.8387452,0.78
mozzarella parmesan cheese,CHEESE SEMIHARD,0.8670997,8.65
garlic salt onion,GARLIC,0.8207379,0.67
pasta roni,PASTA,0.8836187,1.24
kraft deluxe macaroni cheese mix,CHEESE SEMIHARD,0.8274665,8.65
garlic cheese sauce,CHEESE SEMIHARD,0.8128325,8.65
tubettini pasta,PASTA,0.88204354,1.24
liquid vegetable,VEGETABLE,0.841144,0.69
sparkling wine prosecco,WINE WHITE,0.8531846,0.74
white wheat lasagna noodle,YOGURT WHITE,0.8106321,2.1
spinach ricotta tortellini barilla,SPINACH,0.8599798,0.48
cacio di fossa cheese,CHEESE,0.8365363,11.87
egg noodle fettuccine,EGG PASTA,0.863948,3.19
shellfish stock,SWARDFISH,0.830851,12.84
meat stock beef water,BEEF WITH BONE,0.81475365,19.54
san marzano tomato passata,TOMATO ARRABBIATA,0.93197155,1.26
meatloaf mixture beef pork,PORK SAUSAGE,0.85881495,17.94
tangy goat cheese chevre,GOAT CHEESE,0.8523243,8.18
gluten flour bread mix,SORGHUM FLOUR,0.8380948,1.33
porcini mushroom egg noodle,EGG PASTA,0.8173123,3.19
pesto tortellini,PESTO,0.83898413,2.71
fettuccine without salt pasta,PESTO WITHOUT GARLIC,0.82911414,2.72
orange juice be sufficient,ORANGE JUICE,0.82456875,0.62
gluten soy sauce kikkoman,SOY CREAM,0.85075545,1.62
wheat hoagie,DURUM WHEAT,0.9334357,0.48
rib roast beef neck,BEEF WITH BONE,0.8680823,19.54
plain wafer,PLAIN CRACKER,0.8411412,1.24
wheat loaf bread,WHOLE WHEAT FLOUR,0.8697891,0.38
goat cheese worth,GOAT CHEESE,0.9142054,8.18
gaaahlic pasta sauce,PASTA,0.8469535,1.24
fregola sarda,GRANA PADANO,0.844764,14.27
scungilli,STRACCHINO,0.8345281,4.92
chiabatta type bread,BREAD MULTICEREAL,0.8557886,0.7
vincotto,PECORINO,0.8617393,18.85
contadina tomato,TOMATO ARRABBIATA,0.94731295,1.26
ronzoni manicotti,PECORINO,0.82514614,18.85
meatloaf mix beef pork,PORK SAUSAGE,0.83650327,17.94
combination veal pork,PORK SAUSAGE,0.9116644,17.94
wheat ditalini,DURUM WHEAT,0.93207026,0.48
chickpea aka garbanza bean,MUNG BEAN FLOUR,0.817862,1.49
pot roast gravy beef stock,PORK SAUSAGE,0.8131255,17.94
cocoa milk mix,MILK CHOCOLATE,0.90346396,3.6
yeast tsp,YEAST COMPRESS,0.9049607,0.82
balkan yogurt,YOGURT FLAVOUR,0.8825339,2.81
breadcrumb total,BREAD WHOLE,0.8606374,0.78
chicken carcass meat,CHICKEN WITH BONE,0.876385,3.25
vegetable etc,VEGETABLE,0.9636879,0.69
chicken ravioli,CHICKEN WITH BONE,0.82678825,3.25
wheat fettuccine,WHOLE WHEAT FLOUR,0.83781374,0.38
hunt garlic sauce,GARLIC,0.81315786,0.67
capicola mozzarella,MOZZARELLA,0.9077054,8.48
chicken spinach sausage,CHICKEN WITH BONE,0.85012823,3.25
c red wine vinaigrette,WINE RED,0.8641813,1.02
tomato basil soup mix,TOMATO PUREE,0.82678366,1.17
linguine fettuccine,ZUCCHINI,0.8203188,0.65
wheat bread dough white,WHOLE WHEAT FLOUR,0.87135595,0.38
artichoke quarter,ARTICHOKE,0.8492056,0.33
barilla lasagna,ZUCCHINI,0.83743536,0.65
pork roast veal,PORK SAUSAGE,0.8908496,17.94
own bean,BEAN,0.86536777,0.67
polenta flour,SORGHUM FLOUR,0.8798593,1.33
classico alfredo sun tomato,TOMATO ARRABBIATA,0.82997537,1.26
wheat rigatoni,DURUM WHEAT,0.9079112,0.48
chicken sausage spinach,CHICKEN WITH BONE,0.8519281,3.25
eggplant caponata,EGGPLANT,0.9159041,0.45
veal pork neck,PORK HAM,0.91338736,7.93
garlic almond,GARLIC,0.85154915,0.67
veal shank meat,PORK WITH BONE,0.830852,3.5
pecorino pepato cheese,CHEESE SEMIHARD,0.8731417,8.65
chicken tender tyson,CHICKEN WITH BONE,0.84130776,3.25
cheese monterey jack,CHEESE SEMIHARD,0.8716731,8.65
cheese sauce mozzarella,CHEESE SEMIHARD,0.84873843,8.65
bread hoagie,BREAD WHOLE,0.91789013,0.78
pompano fillet,MASCARPONE,0.8389925,5.7
whey powder,SORGHUM FLOUR,0.8284859,1.33
gluten rice flour,SORGHUM FLOUR,0.88512486,1.33
rom bean,BEAN,0.9248555,0.67
dark chocolate powder,DARK CHOCOLATE,0.92880756,2.67
cheese ravioli meat,CHEESE SEMIHARD,0.8168567,8.65
meat parma ham,PORK HAM,0.916119,7.93
sausage patty,PORK SAUSAGE,0.89049554,17.94
polly o natural part ricotta cheese,CHEESE SEMIHARD,0.85964847,8.65
multi grain saltine cracker,WHOLEGRAIN CRACKER,0.83884585,0.99
pepperoncini liquid,PEPPER,0.85085714,0.58
mushroom portobello enoki,MUSHROOM,0.83355707,1.78
range chicken capon,CHICKEN WITH BONE,0.85990244,3.25
spaghetti pasta,PASTA,0.8141692,1.24
chicken sausage turkey,CHICKEN WITH BONE,0.8435564,3.25
cheese tortellini spinach,CHEESE SEMIHARD,0.84503835,8.65
caponata,PECORINO,0.8733378,18.85
pecorino cheese parmesan,CHEESE SEMIHARD,0.87909853,8.65
tomato onion pasta sauce,TOMATO CHOP,0.8242768,1.41
pizza cheese mozzarella,CHEESE SEMIHARD,0.84441,8.65
wheat bread dough,WHOLE WHEAT FLOUR,0.8976748,0.38
whipping cream half,CREAM,0.83625835,5.34
egg noodle pasta,EGG PASTA,0.94364744,3.19
beef loin roast,PORK SAUSAGE,0.8420813,17.94
cont mushroom,MUSHROOM,0.9343257,1.78
pasta sauce chile tomato,TOMATO CHOP,0.8264623,1.41
beef chuck eye roast,BEEF WITH BONE,0.820774,19.54
sub bun,WHITING,0.82249147,2.66
chuck pork beef,PORK SAUSAGE,0.8879132,17.94
lasagna noodle wheat,SOY YOGURT,0.8139829,1.36
vegetable oil below,VEGETABLE,0.82339627,0.69
cambozola cheese,CHEESE,0.82829523,11.87
cherry jam raspberry,CRANBERRY JUICE,0.9086529,2.88
gnocchi spelt,STRACCHINO,0.8544892,4.92
almond biscotti,ALMOND PASTE,0.887113,2.98
wheat spelt flour,WHOLE WHEAT FLOUR,0.9247298,0.38
pepperoncini pepper red,RED CHILLI,0.84114814,0.8
olive tapenade kalamata,OLIVE,0.8273951,0.59
cream cheese version,CHOCOLATE CREAM COOKY,0.82244194,1.69
butter sprinkle,BUTTER,0.8521312,9.9
pickling brine cherry pepper,CRANBERRY JUICE,0.8248972,2.88
veal chop pork,PORK SAUSAGE,0.8792851,17.94
mozzarella cheese ball,CHEESE SEMIHARD,0.86000425,8.65
pizza sauce tomato,TOMATO CHOP,0.85028625,1.41
tomato sauce onion,TOMATO CHOP,0.88393414,1.41
campari tomato,TOMATO,0.9040951,0.48
chardonnay wine white,WINE WHITE,0.8724412,0.74
star garlic red wine vinegar,WINE RED,0.8124178,1.02
bread crumb meat,OAT MEAL,0.81618035,1.13
cream heavy be,CREAM,0.81779516,5.34
loaf bread dough,BREAD WHOLE,0.88731575,0.78
epicure,HAKE,0.8202828,10.12
marinara sauce red wine,WINE RED,0.8581394,1.02
mini wheat penne,DURUM WHEAT,0.88908845,0.48
beer yeast,YEAST LIQUID,0.8582553,0.5
carb bread,BREAD MULTICEREAL,0.86903495,0.7
alfredo sauce parmesan cheese,CHEESE SEMIHARD,0.85533834,8.65
wheat cheese tortellini,WHOLE WHEAT FLOUR,0.8263581,0.38
pot cheese ricotta,CHEESE SEMIHARD,0.8603933,8.65
red wine vinaigrette dressing,WINE RED,0.8487264,1.02
tomato cream sauce,TOMATO PUREE,0.8689517,1.17
spinach cheese tortellini buitoni,CHEESE SEMIHARD,0.85173285,8.65
tri tortellini,PECORINO,0.8472769,18.85
pepper juice,PEPPER,0.84488904,0.58
extra turkey bacon,BACON,0.8174343,4.03
brut prosecco,PECORINO,0.8659085,18.85
truffle butter,BUTTER,0.8284471,9.9
lemon tbsp,LEMON,0.9151951,0.22
marinara sauce garlic let,GARLIC,0.81887865,0.67
jimmy dean breakfast sausage,BACON,0.81105244,4.03
veal roast meat,PORK SAUSAGE,0.8362731,17.94
plain almond milk,PLAIN CRACKER,0.8255987,1.24
breadcrumb panko bread crumb,BREAD MULTICEREAL,0.84584427,0.7
provolone cheese cube,CHEESE SEMIHARD,0.8834413,8.65
fleischmann margarine,MARGARINE,0.9407255,1.43
grain bread baguette,BREAD MULTICEREAL,0.81178784,0.7
monterey jack cheese cube,CHEESE SEMIHARD,0.8413695,8.65
turkey breast steak,TURKEY WITH BONE,0.8691272,2.08
meat ravioli cheese,CHEESE SEMIHARD,0.8274838,8.65
taglioni,STRACCHINO,0.898445,4.92
barilla cheese tortellini,CHEESE SEMIHARD,0.8511524,8.65
rosemary garlic salt robertson,GARLIC,0.82539946,0.67
tyson reg chicken thigh,CHICKEN WITH BONE,0.8558969,3.25
wheat penne measurement,WHEAT,0.8816793,0.67
rice milk soy,SOY MILK,0.89423215,0.85
vegetable water,VEGETABLE,0.93617964,0.69
spice garlic powder,GARLIC,0.8184507,0.67
wheat germ oil,DURUM WHEAT,0.8740857,0.48
cake batter,CAKE,0.9243575,2.23
chocolate almond bark,ALMOND CHOCOLATE,0.9681694,4.8
baking cocoa chocolate,COCOA CAKE,0.902847,1.97
white macon wine,WINE WHITE,0.85583055,0.74
graham cracker cheesecake crust,CHEESE SEMIHARD,0.8193125,8.65
shelling bean,BEAN FLOUR,0.86397564,1.32
betty crocker cake mix,CAKE,0.81538856,2.23
bread not hard,BREAD PLAIN,0.8301139,0.97
meat beef bacon,BEEF WITH BONE,0.8772443,19.54
crottin goat cheese,GOAT CHEESE,0.9555774,8.18
bailey caramel irish cream,CHOCOLATE CREAM COOKY,0.82744956,1.69
crisp cookie,CRISPBREAD,0.9190001,1.36
chocolate magic shell ice cream topping,CHOCOLATE CREAM COOKY,0.9214701,1.69
jell o chocolate,CHOCOLATE,0.91096807,6.6
bread depending,BREAD MULTICEREAL,0.8928392,0.7
double dark chocolate chip,HAZELNUT CHOCOLATE,0.82786,3.43
milk ricotta,MILK CHOCOLATE,0.8292937,3.6
chocolate more,CHOCOLATE,0.9484165,6.6
white chocolate pudding mix,CHOCOLATE CREAM COOKY,0.8803074,1.69
procini mushroom,MUSHROOM,0.89225876,1.78
peach are ok,PEACH,0.8876401,0.43
peach jam apricot,CRANBERRY JUICE,0.8511093,2.88
sparerib pork chop,PORK SAUSAGE,0.91777116,17.94
cajun sausage,PORK SAUSAGE,0.84850067,17.94
safflower oil peanut,PEANUT OIL,0.9375536,2.9
milk mate chocolate syrup,MILK CHOCOLATE,0.92881703,3.6
loaf multi grain bread,BREAD MULTICEREAL,0.86033005,0.7
triscuit cracker,WHOLEGRAIN CRACKER,0.90582967,0.99
swiss provolone cheese mix,CHEESE SEMIHARD,0.8357186,8.65
mussel juice,MUSSEL,0.85923886,0.94
ardbeg,CAMEMBERT,0.8487787,7.55
blueberry liqueur,BLUEBERRY JUICE,0.9066566,3.0
blueberry juice,BLUEBERRY JUICE,1.0000001,3.0
organic apple juice,APPLE JUICE,0.82645327,2.84
almond liqueur orange juice,ORANGE JUICE,0.84552836,0.62
haddock cod,COD,0.89593387,3.29
chocolate oreo cookie crumb,CHOCOLATE CREAM COOKY,0.89421046,1.69
chocolate muffin mix,CHOCOLATE CREAM COOKY,0.9361218,1.69
beef base vegetable stock,BEEF WITH BONE,0.81202316,19.54
cream goat cheese,GOAT CHEESE,0.8705102,8.18
breadcrumb fine,BREAD WHOLE,0.8429291,0.78
sausage patty jimmy dean,PORK SAUSAGE,0.8256561,17.94
sunfower oil,SUNFLOWER OIL,0.85774356,0.99
nutella hazelnut chocolate spread,HAZELNUT CHOCOLATE,0.95590186,3.43
raspberry jam more,CRANBERRY JUICE,0.8740355,2.88
bologna beef,PORK SAUSAGE,0.8138503,17.94
pork knuckle hock,PORK NECK,0.89751536,4.03
saba,HAKE,0.83832973,10.12
loaf grain bread,BREAD WHOLE,0.8326044,0.78
beef bouillon water bovril wate,BEEF WITH BONE,0.8449025,19.54
bread challah,BREAD WHOLE,0.8701572,0.78
raspberry jam preserve,CRANBERRY JUICE,0.90658855,2.88
breadcrumb enought,BREAD WHOLE,0.83836025,0.78
caraway pumpernickel bread,BREAD MULTICEREAL,0.81626296,0.7
pkge german chocolate cake mix,CHOCOLATE CREAM COOKY,0.82066035,1.69
chocolate flavoring extract,CHOCOLATE CREAM COOKY,0.89014447,1.69
